微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置
It7nt2wRx,Wendy-典,女,海外,1626,316,Wendy-典:武汉一线医护人员的呼吁。我隐去她的名字。我真诚希望疫情结束后她不会被报复打击。武汉，昏招不断。比如这隔离，我看了她的叙述，这是隔而不离，人员交叉感染，一点效果都没有。2003年，北京非典，人一旦发热高烧，立即送至隔离医院，和家人彻底断绝联系。结果是或者病好，或者阴阳隔离。虽然残酷，效果奇佳。一个月彻底斩断了非典病魔。仗要武汉这么打，胜利遥遥无期。我更可怜冲在一线的医护人员，那是白白无谓牺牲。#新冠肺炎最新动态##全国确诊新型肺炎病例# http://t.cn/RJqepsh 显示地图 原图 ,2020-02-07 18:26,0,0,0
It7nrxtpR,Lucky远杰,女,北京,102,28,Lucky远杰:今天是全城紧张警戒的第十四天，确诊数量，和疑似病例只增未减，所有在家不能上班的，只是再说无聊，没意思，想出来，可我必须天天得上班。还是在人员密集的地方，我真的怕，手套，口罩，一样都不敢落下，可心里还是害怕，觉得很不安全，也想在家，工作不允许，每天提心吊胆的上班，下班，每天身边都有疑似，或确诊的病例，我真的怕了，我开始想，什么都不重要，生命安全才是我最渴望的，假装每天很轻松，其实每分每秒都在害怕，这次疫情，让我想了好多，也想开了好多，希望我喜欢的人，也喜欢我，我爱的人更爱我。珍惜当下，珍惜生命，珍惜每段感情 http://t.cn/ELT0hke 显示地图 原图 ,2020-02-07 18:25,3,0,0
It7nrh4UZ,二更更武汉,女,湖北,263,139216,二更更武汉:疫情隔断，却隔不断对家国的挂念，新型冠状病毒感染的肺炎疫情一时牵动着无数海外华人同胞的心。为支援祖国抗击疫情，他们四处奔走组织募捐、采购医疗物资、联系渠道运送回国…他们用自己的力量支援武汉，支援祖国，这背后的艰辛不言而喻，但“家人”的平安就是最大的慰藉。加油武汉！加油中国！“战疫”之路，我们和你一起#疫战# #我们战在一起，共克时艰#http://t.cn/A6P382bu ,2020-02-07 18:25,6,1,0
It7nozPLQ,新浪湖南,男,湖南,4943,1523664,新浪湖南:#湖南防控新型肺炎# 【湖南：紧急下达3500万元，支持各学校做好防疫！】#百城行动战疫情# 今天（2月7日），湖南省财政厅会同省教育厅调整教育支出结构，紧急下达3500万元，支持全省大学、中学、小学等各级各类学校疫情防控工作。文件要求：各省属高校和各级财政、教育行政主管部门，要以疫情防控为切入点，主动调整优化教育经费结构，加大防疫经费保障力度，加快补齐学校公共卫生、应急管理等方面的短板，全面加强校园管理做好复学开学前消毒防疫及环境卫生整治工作。（湖南电台《全省新闻联播》记者冉自春|编辑张冠）#星新相映携手战疫# 原图 ,2020-02-07 18:25,36,1,10
It7nl2Qvh,大连生态环境,男,辽宁,126,75983,大连生态环境:【党旗飘扬丨殷振宇：战“疫”一线冲锋在前，尽显军人本色】编者按:一个支部就是一个战斗堡垒，一名党员就是一面旗帜，面对疫情，大连市生态环境系统各级党组织和广大党员干部充分发挥先锋模范作用，做表率、打头阵、敢担当，冲锋在疫情防控一线，全力守护城市的环境安全，让党旗在疫情防控阻击战中高高飘扬。从今天起，我们将特别开设“党旗飘扬”专栏，陆续报道他们的典型事迹。今天，我们分享的是转业军人、大连市中山生态环境分局监察一科科长殷振宇的战“疫”故事。“我是一名党员，又是转业军人，越是困难时刻越要冲锋到一线！”这是中山生态环境分局监察一科科长殷振宇的请战语。来势汹汹的新型肺炎疫情，让这位转业军人深感责任重大，作为中山生态环境分局疫情防控领导小组办公室负责人、监察一科科长，有着22年党龄的老党员，殷振宇同志没有一丝犹豫，主动放弃休息日，义无反顾全身心地投入到疫情防控工作中。加强医疗废物处置监管，是守好疫情防控的最后一道防线。殷振宇带领科室监察人员，对辖区内各大医院、街道社区卫生服务中心医疗废物进行认真梳理，编制监察计划，牵头组织分局各科室环境监察人员开展以下巡查工作一是重点检查发热门诊医疗废物暂存场所责任制的建立与落实情况，要求各项制度上墙，每天电话询查医废产生及转移量，特别是发热门诊医废产生和转移量，要求各医院专人负责、专人管理。二是检查医疗废物管理台账及与处置企业的交接情况。三是保证医疗废物暂存场所正常运行，按照医疗废物暂存场所的规范化建设要求，进行现场监督检查。四是重点检查医疗废水处理装置是否正常运行，采用的消毒液是否符合要求、每日用量、废水处理量以及余氯量是否达到标准等。五是对辖区三家城市污水处理厂废水处置装置、在线监控设施的运行情况、紫外线杀菌消毒等进行全面检查。在区属两个隔离场所，大连火车站、大连港客运站留验站的设立过程中，殷振宇同志全程参与，积极作为，向区相关单位及隔离场所负责人传达省市关于肺炎疫情方面的相关文件要求，严格落实我市出台的《新型冠状病毒感染的肺炎疫情期间医疗废物应急收运处置操作规程》中的相关要求，加强对隔离场所和留验站产生生活垃圾的收集、暂存、转交、运输及生活废水处置等日常环境监管。及时将隔离场所和留验站的建设情况上报市局领导小组办公室，纳入全市环境监管范围，做到全覆盖，无死角。守初心担使命，殷振宇同志只是中山生态环境分局的一个缩影。一名党员就是一面旗帜，在这场没有硝烟的战役中，他们没有“天使”的美誉，却有环保铁军的铮铮誓言。他们守土有责，守土尽责，敢于担当，在战“疫”一线尽显环保铁军风采。（文字：刘羽  图片：王志编辑：刘洋）http://t.cn/A6PdID0n [组图共3张] 原图 ,2020-02-07 18:25,0,0,0
It7njvZTV,网观天下,男,吉林,337,598605,网观天下:#新型冠状病毒感染肺炎#【全国铁路累计有416趟旅客列车下交发热旅客502人】记者从中国国家铁路集团有限公司获悉，截至2月6日18时，全国铁路累计有416趟旅客列车下交发热旅客502人。各地铁路部门加强运输保障，全力确保防控物资运输。截至6日18时，全国铁路累计装运疫情防控物资3254批、123086件、35610.45吨。其中防疫物资2547批、114864件、4659.15吨；生活物资707批、8222件、30951.3吨。（记者樊曦） ,2020-02-07 18:25,0,0,0
It7njhfGz,华盛7x24,男,其他,10,1174,华盛7x24:【长飞光纤菲律宾子公司捐赠的医疗物资抵达医院】2月6日，长飞光纤位于菲律宾的子公司所捐赠的医疗物资运抵华中科技大学同济医学院附属协和医院。同时，长飞菲律宾公司积极建议并协助菲律宾中资企业抗击疫情，将在当地紧急采购的530箱医疗物资通过湖北省慈善总会全数定向捐赠华中科技大学同济医学院附属协和医院，以缓解一线医疗物资极度紧缺的现状。 $长飞光纤 sh601869$ ,2020-02-07 18:25,0,0,0
It7ninVpN,二更更武汉,女,湖北,263,139216,二更更武汉:寒风凛冽中，有这样一群人，他们坚守在高速路口，测温排查，全力投入疫情防控的阻击战中，守护城市安全。在看到这种情况后，李再明便开始送餐之路，当一份份热乎可口的饭菜送到一线防控人员手中，暖了身，更暖了心疫情之下，总有一些身影让人热泪盈眶，感谢那些用“舍”与“守”撑起我们生活安康的人，致敬！ #疫战# #我们战在一起，共克时艰# http://t.cn/A6Prg3wo ,2020-02-07 18:25,4,0,0
It7nhuzBN,广东民声热线,男,广东,880,185093,广东民声热线:#疫情阻击战# 【截至2020年2月7日12时广州市#新型冠状病毒#感染的肺炎疫情情况】2020年2月7日0时至12时，广州市报告新型冠状病毒感染的肺炎新增确诊病例1例（番禺区1例）。新增治愈出院1例。       截至2月7日12时，广州市累计报告新型冠状病毒感染的肺炎确诊病例285例，其中白云区65例、海珠区47例、天河区39例、越秀区33例、番禺区32例、增城区17例、荔湾区15例、黄埔区14例、花都区14例、南沙区8例、从化区1例。男性140例、女性145例。年龄介于1-85岁之间。现有疑似病例5例。累计核实追踪密切接触者2143人，尚在医学观察1879人。       285例确诊病例中，已治愈出院21例，无死亡病例。 现有264例在定点医院隔离治疗，其中危重13例、重症23例、普通214例、轻型14 例。219例在市八医院（含危重4例、重症21例）、26例在省二医院（含重症1例）、10例在广医附一医院（含危重9例、重症1例）、5例在市妇儿中心、2例在中山三院、1例在省人民医院、1例在南方医院接受治疗。#全国确诊新型肺炎病例##最新疫情报道# 原图 ,2020-02-07 18:25,0,0,0
It7ngCpDd,不太老,男,其他,669,350741,不太老:响应。隔离的（暂时没有）、回不来的（这个真有，因为交通困难）统统发。该捐的也捐。【张文宏：企业老板不用捐东西，给隔离员工开工资就是贡献】6日，上海华山医院感染科主任张文宏表示，新冠肺炎疫情期间，不需要企业再向医院捐献物资了，他希望企业老板，给那些在复工期间在家中隔离或者工作的员工，正常发放工资。他还表示，如果每个返沪的人员能够做到自行隔离14天，不到处乱走。#企业老板隔离员工发工资就是贡献# http://t.cn/A6P3iiqM ,2020-02-07 18:25,107,30,20
It7nf87SK,肃北公安,男,甘肃,212,32152,肃北公安:#战胜疫情酒泉在行动# 【战疫情】待到疫情退消 执子之手可好。上阵父子兵父亲：红   英   瓜州县人民医院医师   儿子：巴依斯   肃北县公安局党城派出所一级警长    巴依斯、红英是父子俩，疫情爆发之后，两人都清楚各自面临的责任和危险。上岗前，他们默默对视，一切尽在不言。党城派出所是肃北县城镇派出所，辖区人员多，责任重大。巴依斯作为党员身先士卒，勇冲一线，排查车辆、随访人员，始终坚持在防控最前沿。父亲红英作为被瓜州市人民医院返聘的医师，在疫情中积极发挥着老党员、老医师的作用。@甘肃公安 @酒泉公安 [组图共2张] 原图 ,2020-02-07 18:25,0,0,0
It7ney6yt,嗨牛财经直播君,男,广东,63,15976,嗨牛财经直播君:实时播报：【浙江口罩管理10条意见：公职人员一般不得佩戴N95医用防护口罩】嗨牛财经讯，浙江省新型冠状病毒感染的肺炎疫情防控工作领导小组办公室发布关于加强口罩统筹管理的指导意见。意见指出，在公共场所实施佩戴口罩的控制措施，科学指导不同场所、不同人群选择合适口罩类型，不过度防护，实现有限资源精准投放。严禁公职人员私自占用全省统一调配的医用口罩。除特殊岗位防护需要外，公职人员一般不得佩戴N95医用防护口罩。（浙江新闻） ,2020-02-07 18:25,1,0,0
