微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,content,发布时间,点赞数,转发数,评论数
IrhmKeaAU,勐腊警方,男,云南,121,18451,勐腊警方:#春节我在岗，防范疫情，我们不后退#1月25日，勐腊县公安局交警大队易武中队联合曼腊派出所及易武卫生院在倮德村委会路段开展新型冠状病毒感染肺炎疫情防控工作。最后，中队提醒广大群众，应该通过正规途径了解本次新型冠状病毒相关知识，科学做好个人卫生防护工作。同时，坚决做到不造谣、不信谣、不传谣。 [组图共2张] 原图 ,2020/1/26 16:11,2,0,0
IrhmJztuI,小红姐产房故事,女,北京,337,1066618,小红姐产房故事:#新型冠状病毒肺炎纳入法定传染病# 今天下午3点，我们医院的援鄂抗疫医疗队和北京医院、中国医学科学院北京协和医院、中日友好医院、北京大学人民医院、北京大学第三医院等重症医学科、呼吸科、医院感染科专家共121人。在首都国际机场出发，奔赴武汉，对抗病魔。     看着昔日的同事们，心里多么的不舍，又是多么的希望他们胜利归来。     疫情就是命令，防控就是战场，相信每一位白衣战士都能不负重托，不辱使命，积极履行好职责，凯旋归来。 在单位，我也毫不犹豫的在请战书上签下了自己的名字，如果有需要，我也会到武汉去，奉献自己的微薄之力。 一方有难、八方支援，这就是中国力量。只要我们每个人，都能团结在一起，众志成城，攻坚克难，一定能打赢这场战役！ [组图共4张] 原图 ,2020/1/26 16:11,12,0,1
IrhlW04af,用户7340673548,男,河北,115,1,用户7340673548:刚创作的一首歌曲，向奋战在第一线的白衣天使致敬！《前行》词/于殿忠2020 你是我期盼已久的相逢除夕之夜国民举杯共贺大繁荣然而在 在那南国美丽的江城刮起一股无色无味害人的腥风2020 你是我十分心碎的相逢大年夜里的星空尽管依然璀璨可是在 在九省通衢繁荣的江城突然发起一场没有硝烟的战争前行吧！ 前行 ！美丽可爱的白衣天使朝着人民需要的地方勇敢地前行还有那无畏艰难奋力拼搏的子弟兵义无反顾地去完成军人应有的使命前行吧！前行 ！团结奋进的中国人民不说爱却总能将温暖写的像春风不后退一人倒下还有更多人向前冲不惧怕亿万人民定会战胜这场疫情 [组图共6张] 原图 ,2020/1/26 16:09,1,0,0
IrhlVpglp,山东交通广播,男,山东,675,408147,山东交通广播:【公交车上放置防病毒宣传手册 运行一圈一消毒 青岛温馨巴士采取多项措施 严防死守 阻断病毒传播】针对当前新型冠状病毒感染的肺炎疫情，青岛交运温馨巴士积极行动起来，为一线公交车驾驶员、保洁员、调度和管理人员发放口罩，配备坚持日巡日查制度，所有公交车辆做到一圈一消毒、通风，他们采用多项制度，严防死守，阻断病毒的传播途径。同时，他们在公交车上放置“新型冠状病毒科普小知识”手册，免费发放给乘客阅读。青岛交运温馨巴士对此次疫情高度重视，建立相关工作群，随时发布最新工作动态，提醒相关负责人员把应对措施落实到位。给一线驾驶员、保洁员、调度员和管理人员发放口罩。对公交车辆进行一圈一通风，保洁人员对车内设施进行喷洒84消毒液进行病毒灭杀，运营回场的驾驶员都要及时洗手消毒。对驾驶员进行体温测试，上岗前必须进行体温测试后才上岗，运营回场后，再进行体温测试，并进行测量登记。对使用过的口罩进行集中回收，然后酒精消毒后，集中销毁处理。1月26日上午，在交运温馨巴士盛达分公司大沙路场站，戴着口罩的保洁人员和驾驶员在公交车上忙碌着，他们打开车窗通风，把消毒液喷洒到车厢里，并用抹布擦拭干净。一辆公交车回到场站后，调度员刘文静立即对驾驶员进行体温测试，同时还对一位上岗的驾驶员进行体温测试。为了提高乘客和市民防控新型冠状病毒的能力，交运温馨巴士还在千余辆公交车上放置“新型冠状病毒科普小知识”手册，免费发放给乘客阅读。为了把防控工作落到实处，交运温馨巴士公司相关负责人分别下到一线，督促检查疫情防控工作，对不落实防控制度的员工和单位督促改正。截至目前，交运温馨巴士已向一线员工发放口罩万余个，配备红外电子测温计百余台。#全国确诊新型肺炎病例# [组图共2张] 原图 ,2020/1/26 16:09,4,0,0
IrhlV3H91,北京卫生监督,男,北京,146,1325545,北京卫生监督:2020年1月26日，大年初二，面对新冠状病毒疫情严峻形势，监督员们没有畏惧，奔赴现场督导工作。北京市卫生健康监督所联合区监督所共同对1家医院、1家商场3家供水单位的防控情况进行了现场检查。到医疗机构查传染病防控，商场超市等公共场所查消毒通风，监督二次供水安全，监督员们为了首都市民能过一个健康安全的春节，在各自的工作岗位上发挥着自己的力量。@首都健康@健康中国#首都除夕护卫健康# [组图共4张] 原图 ,2020/1/26 16:09,156,2,10
IrhlUegZB,足球关注点,女,其他,346,2279,足球关注点:若疫情警报不解除 中超四支亚冠参赛队主场可能都会空场 受近期武汉新型冠状病毒疫情影响，上海上港的亚冠资格赛已经确定将空场进行。据记者孙德信的消息，如果疫情警报未解除，中超四支亚冠参赛队的主场比赛可能都将会空场进行。孙德信在微博上透露：“据了解，如果肺炎警报不解除，四支参加亚冠中超球队的主场很有可能都会空场进行。”参加本赛季亚冠的四支球队分别是广州恒大、北京国安、上海上港和上海申花，目前全国多个城市也已经启动公共卫生事件一级响应，北上广三座城市也位列其中。 原图 ,2020/1/26 16:09,0,0,0
IrhlLkxWr,武汉晚报,女,湖北,424,7460292,武汉晚报:#警方提醒严防利用肺炎疫情实施的诈骗#【紧急提醒！小心！不法分子利用肺炎疫情实施的诈骗】在全国人民抗击疫情之时，没想到有不法分子利用疫情实施诈骗。对此，武汉市反电信网络诈骗中心提醒广大市民，近期严防利用肺炎疫情实施的诈骗。警方提醒： 接到退改签的电话或短信，一定要拨打航空公司官方电话核实情况，不要拨打短信中的电话号码；不要点击短信中的链接，更不要透露银行卡密码、验证码；陌生人要求转账，一律拒绝。@平安武汉 （长江日报） http://t.cn/A6PcAxjn ,2020/1/26 16:08,4,2,0
IrhlF7ymk,品玩,男,海外,798,1046589,品玩:【国家卫健委：对返乡人员、流动人员实行健康筛查】国家卫生健康委员会副主任李斌26日在国新办新闻发布会上表示，农村卫生工作是这次防疫工作当前的一个重点。在工作中要加大防控力度。主要加强几个方面的工作。第一个实际上要提高广大农民的健康的意识，防病的意识和防病的能力。要加强这次疫情防控的科普宣传，编制各种新型冠状病毒感染肺炎防控的资料。通过向乡村一封信，多种形式加强健康宣教，减少大型公众聚集性活动，尤其是出现了症状以后要及时就医。也希望媒体的同志、朋友们和我们一起呼吁返乡的人员，大家防病的意识要提高，回到家里以后要自觉自愿的进行密切观察，有了问题要及时的进行就诊，要支持政府各项防控措施落实。第二方面，就是对返乡人员、流动的人员，尤其是对武汉回乡的人员来开展追踪和医学观察，对武汉进入本地的人员要实行健康的提醒，健康的筛查，了解是否有发热，有无咳嗽，胸闷等不适的症状来建健康登记卡，乡镇卫生院、村医进行有效的管理，进行日筛查和日报告，加强人员的健康监督管理。第三个方面就是要做好病人和疑似病例的诊断治疗和筛查，就是要求县级的医疗机构要加强分诊，设置发热门诊，并为病人提供防护用品，患者出现呼吸道症状发热者到乡村卫生院就诊，发热的患者到发热门诊就诊。同时要加强农村各级医疗机构感染控制，加强人员培训。近期我们加大农村医疗卫生机构这些人员培训的力度，全国已经开展了两轮防控的培训，我们通过视频，通过技术指南，临床的防护要求等，培训到县区级了，明显来提升基层医疗卫生人员的服务能力，同时要求县区级要把基层乡村两级培训落实到位。在加强培训的过程中要落实基层筛查医学追踪，尤其是对外地返乡人员的健康管理的责任，切实把防控的各项措施在农村基层能够落实、落细、落地。（央视新闻） ,2020/1/26 16:08,1,1,0
Irhld68UA,热门资讯第一线,男,北京,516,678319,热门资讯第一线:#新型冠状病毒疫情速递# 上海市交通委公布省际道路客运暂停营运方案：即日起，上海省际客运站发送与到达所有班车、省际包车停运。违反停运规定的本市经营企业将予以重处，涉及的省际班线经营权一律收回、涉及车辆的道路运输证一律吊销。#疫情最新情况#  原图 ,2020/1/26 16:07,0,0,0
IrhlbyeIv,佛山大明,男,山东,511,57,佛山大明:转发王小云刚刚与他在美国的儿子视频对话：我的儿子是正宗病毒学博士，毕业后曾经在美国国立卫生研究院从事免疫学博士后研究。视频中国内新型冠状病毒做科普，和钟南山院士的中心思想一致：一、病毒是不会脱离某个载体（比如血液、体液、唾液、飞沫等等）独立飘散，某些人臆想空气中弥漫着病毒，这是不存在的。因此，只要不和病毒感染者近距离接触，近距离说话、打喷嚏、共餐等，是不会被传染。二、病毒的变异，是自然选择的结果，目的是想与共生体和平相处，而不是为了把共生体干掉。因此，它的变异毒性是逐次降低的，但是传染性会逐次增强。这一次的冠状病毒与SARS是近亲，明显毒性要低一些，目前的治疗基本上没有用激素，而当年治疗SARS就必须用，以至于造成治愈者过量激素后遗症，但是这一次传染性比SARS更厉害。因此，我们要做的就是放松心情，自我隔离两周，疫情一定会自然得到控制。加上现在中央直接管控，全国动员，就更有保障。大家不必恐慌，否极泰来，阳光总在风雨后！ http://t.cn/R2WxTPh 显示地图 ,2020/1/26 16:07,2,0,0
Irhl53zbr,河南农村广播,男,河南,313,13562,河南农村广播:【2600箱自加热食品！三全集团首批捐赠物资抵达武汉】三全食品在除夕之夜紧急启动驰援武汉行动，第一批捐赠价值40余万的2600箱自加热米饭等食品已抵达武汉。三全自加热米饭是自加热产品，不需要水和电，15分钟就可以吃上热饭，非常适合武汉疫区抗击疫情及防治工作一线的医生和护士等工作者。http://t.cn/A6PqWihM#武汉加油##湖北多地急需防疫物资捐助# ,2020/1/26 16:07,1,0,0
Irhl2oGWj,大河报,男,河南,2122,13601603,大河报:#疫情实时播报# 【2020河南大型春季招聘延期举行】全力做好新型冠状病毒感染的肺炎疫情防控工作，河南省人才交流中心原定于2020年2月份举办的“河南省2020年春季大型公益招聘服务月活动”延期举办，具体时间另行通知。各位求职者可以登录中国中原人才网www.zyrc.com.cn ，参加线上网络大型公益招聘。http://t.cn/A6PcAeIB 原图 ,2020/1/26 16:06,19,2,4
Irhl2rgWX,新闻热点搜索,男,陕西,2332,14597,新闻热点搜索:#西安身边事# 【为防控疫情    西安老人在门上贴“挡箭牌”拒绝拜年】近日，家住纺织城纺星社区的李大爷，在给大门上贴了对联的同时，也贴上了一个手写的“挡箭牌”，劝阻前来拜年的亲朋好友。一块纸板上写着，“今年过年不拜年，疫情严重，为你为我，都回去吧，恕不开门”。短短几行字，道出了老人的良苦用心和深明大义。据小区的邻居讲，逢年过节老人在家都提前准备好吃喝，期盼儿女亲友的拜访，但今年情况特殊，为了防止疫情扩散，李大爷的做法值得称赞。同时也希望前来拜年的亲友，看到这个“挡箭牌”后，也能提高防控意识，理解李大爷的善意。华商报记者  邓小卫#西安爆料# 原图 ,2020/1/26 16:06,14,3,23
